Does Quickbook Premier 3-User 2013 Editions includes Non-Profit Edition	Yes you can set it up for what you need best wish
Is for the disc that is shipped or is this a download?	I got the Disc when I bought this.
Is the first year of the required subscription included with this software?	I have looked everywhere to confirm this as well. No luck yet
Will this work with QB 2014?	I'm not familiar with QB 2014 but it should be compatible.
activation?	The activation instructions come with the product.
Amazon price today is 164.99 for up to 3 employees. Will price go up to $429 for 4+ version?	There is $100.00 + tax charge for unlimited employees.
is this a 1 or 2 user?	1 user
has anyone used the "Bid" portion of the program?	no
Does the contractor version accommodate enhanced payroll service? Thanks	Yes. As far as I know. ALL versions of QuickBooks do.
How many customers can I have with this version I have 2 currently. No answer. Thanks.	You can have about 10,000 customers in the standalone (e.g. Pro, Premier) versions.
I want quicken for my iPad which I can download my checking &amp; savings account	This is for Windows, not for Mac or iPaid.
can i use this with windows 8	I had no problem down loading and getting it to work with os-8. J. R.R.
Is Quicken 2013 compatible with Windows 8?	will quicken 2013 work with windows 8?
Does QuickBooks Accountant include Enhanced payroll?	Yes, it has enhanced payroll, but remember you must have your payroll subscription up todate.
Can you write checks from QuickBooks 13 for Macs	Yes, you can print checks from QuickBooks for Mac.
can you print tax forms?	yes, even tho I have my bookkeeper do all that.
Can i use files from quicken 2007	Yes, they should work.
How many computers can Quicken be loaded?	3
I am a first time landlord, will this work for record keeping? (Depreciation &amp; ??) for taxes?	Yes it will
IS THIS A CD?	Yes there is a CD you insert and download to your computer.
can i use this for two different companies?	Yes you can
Can you have more than one company on this version?	yes you can
how do you know if software processes 0-3 employees versus unlimited ?	The answer is on your payroll key. It says unlimited or 0-3 employees
can you do payroll through quickbooks premier non profit	Yes but you do need to subscription to payroll feature.
How do I create individual year end contribution letters?	I don't know. I couldn't get that far in making the program work and sent it back for a refund.
will the premier nonprofit 2013 function properly with windows xp home edition operating system?	I am using Windows 7. In the software box it said it works with windows XP (sp3).
Does this come with a 60 days money back guarantee?	I think that's what it was as I had no problem returning it.
can i track inventory	no you need one of the other editions of quickbooks for inventory control
How do I get Quicken Premier for Mac? I already mistakenly ordered Quicken Deluxe for Windows.	The only thing Quicken makes that works on a Mac is Quicken Essentials.
is this stand alone program	Yes it is a stand alone product.
How do I get Quicken Premier for Mac? I already mistakenly ordered Quicken Deluxe for Windows.	The only thing Quicken makes that works on a Mac is Quicken Essentials.
is this stand alone program	Yes it is a stand alone product.
Is this an actual disc or download only? I really want/need the disc	This is a disc.
Does this include Windows 7?	Yes, when it says MSDN that includes "platforms" i.e.operating systems.
I have to buy VS2012 for compatibility reasons, but will I be able to upgrade to 2013 at no charge?	I don't know the answer at this time.
Is it a renewal or not&#x61F;	This is a new License. It is not a renewal because it does not include an MSDN subscription.
Does it include Visual Basic 2012?	It includes VB.Net.
is this a retail dvd version or a fake pirate version where you just supply the license code?	This is the official version from Microsoft. You'll get the DVD and license key all in the box.
is it come with DVD-ROM?	Yes
do you need a procceser	Intel
Can I install this on a PC?	Its only for Mac Intel's
Will OS 10.6.3 work with an IBM Power PC processer as built in to my iBook G4?	No it is only for Mac
can this be used as an replacement	Replacement? It is a year's subscription to Norton Antivirus.
I have Windows XP 32 bit. Is this compatible with my system?	Yes is compatible with windows xp 32 bit.
for how long my compueter is will protected	1 year / 365 days.
windows 8.1 support?	Yes, I have Windows 8 and it works great for me. It gives you the latest updates when you activate.
is this for a year	Yes, it was for a year.
can you buy the download and get a C D disc to	I don't think so; it's one or the other.
will this version work on win 8.1?	Yes
can sketchbook pro 6 work on windows 8.1? i'm trying the free trial and it's working fine so far	Yes it will work on Windows 8.1. I use it all the time and it works great.
can you create vector illustrations with this software (like you would in illustrator)?. Thanks.	No. It cant as it is a raster imaging program. You will have to either use Illustrator or Inkscape.
can this be used with a drawing pad like bamboo	Yes. A year ago I had a Bamboo Create and even hand gestures (rotate, pan, etc) working nicely.
Is this for 3 pc's I just want to make sure	yes. i did two pcs and a laptop
can i use this for my tablet	Yes, but Norton 360 Multi-Device maybe better equipped for your tablet :)
do you get a disc /?	Yes, I got a disc.
Is this a complete system, do I need to purchase any other protection.	I have had the Norton protection for years and have never had a need to get other virus protection.
Is this for 3 pc's I just want to make sure	yes. i did two pcs and a laptop
can i use this for my tablet	Yes, but Norton 360 Multi-Device maybe better equipped for your tablet :)
do you get a disc /?	Yes, I got a disc.
Is this a complete system, do I need to purchase any other protection.	I have had the Norton protection for years and have never had a need to get other virus protection.
will this work with xp	It's outdated. Don't waste your money.
when does 2014 come out	Would like details of norton 2014 for 3computers
Does this work on a toshiba computer with windows 7?	Yes, it work on win 7
does it work with windows 8?	yes
Does it work with Windows XP?	Yes. I run it on Windows XP Professional.
will this work with xp	It's outdated. Don't waste your money.
when does 2014 come out	Would like details of norton 2014 for 3computers
Does this work on a toshiba computer with windows 7?	Yes, it work on win 7
does it work with windows 8?	yes
Does it work with Windows XP?	Yes. I run it on Windows XP Professional.
can i use this program on windows 7	Yes. We actually bought it w/out using it.
hi does it com in spanish	Hello, Thank you for inquiring. At this time CashFootprint is available in English only.
can i use this program on windows 7	Yes. We actually bought it w/out using it.
hi does it com in spanish	Hello, Thank you for inquiring. At this time CashFootprint is available in English only.
what is the quality of the green backdrop?	That's a feature I don't think I'll ever use, so I couldn't tell you.
Does 16 Ultimate work with .mts file formats?	Yes it does work with that file format. However I do NOT recommend this product, way too many bugs!
Does this program support picture in picture and quick time and mpg4 formats	Yes cyberlink powerdirector 13 ultra is better.
